ensemble_name,members,weights,oof_auc
weighted__catboost__eng_no_time=0.15__lightgbm__eng_no_time_knn=0.20__xgboost__eng_no_time_knn=0.65,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.15000000000000002, 0.2, 0.6499999999999999]",0.74446359243305
weighted__catboost__eng_no_time=0.20__lightgbm__eng_no_time_knn=0.10__xgboost__eng_no_time_knn=0.70,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.2, 0.1, 0.7000000000000001]",0.7444107987225235
weighted__catboost__eng_no_time=0.10__lightgbm__eng_no_time_knn=0.30__xgboost__eng_no_time_knn=0.60,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.1, 0.30000000000000004, 0.6]",0.7443845319010299
weighted__catboost__eng_no_time=0.00__lightgbm__eng_no_time_knn=0.60__xgboost__eng_no_time_knn=0.40,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.0, 0.6000000000000001, 0.3999999999999999]",0.744374166351954
weighted__catboost__eng_no_time=0.00__lightgbm__eng_no_time_knn=0.95__xgboost__eng_no_time_knn=0.05,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.0, 0.9500000000000001, 0.04999999999999993]",0.744275390223603
weighted__catboost__eng_no_time=0.25__lightgbm__eng_no_time_knn=0.00__xgboost__eng_no_time_knn=0.75,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.25, 0.0, 0.75]",0.7442578913934425
weighted__catboost__eng_no_time=0.05__lightgbm__eng_no_time_knn=0.40__xgboost__eng_no_time_knn=0.55,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.05, 0.4, 0.5499999999999999]",0.7441853573182479
weighted__catboost__eng_no_time=0.00__lightgbm__eng_no_time_knn=0.55__xgboost__eng_no_time_knn=0.45,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.0, 0.55, 0.44999999999999996]",0.7441386442344791
weighted__catboost__eng_no_time=0.15__lightgbm__eng_no_time_knn=0.15__xgboost__eng_no_time_knn=0.70,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.15000000000000002, 0.15000000000000002, 0.7]",0.7439846594827344
weighted__catboost__eng_no_time=0.10__lightgbm__eng_no_time_knn=0.25__xgboost__eng_no_time_knn=0.65,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.1, 0.25, 0.65]",0.7439600273714893
weighted__catboost__eng_no_time=0.20__lightgbm__eng_no_time_knn=0.05__xgboost__eng_no_time_knn=0.75,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.2, 0.05, 0.75]",0.7438795550442545
weighted__catboost__eng_no_time=0.00__lightgbm__eng_no_time_knn=0.50__xgboost__eng_no_time_knn=0.50,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.0, 0.5, 0.5]",0.7438614122373295
equal__lightgbm__eng_no_time_knn__xgboost__eng_no_time_knn,"['lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.5, 0.5]",0.7438614122373295
weighted__catboost__eng_no_time=0.05__lightgbm__eng_no_time_knn=0.35__xgboost__eng_no_time_knn=0.60,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.05, 0.35000000000000003, 0.5999999999999999]",0.7438075906408133
weighted__catboost__eng_no_time=0.00__lightgbm__eng_no_time_knn=0.45__xgboost__eng_no_time_knn=0.55,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.0, 0.45, 0.55]",0.7435386560365917
weighted__catboost__eng_no_time=0.10__lightgbm__eng_no_time_knn=0.20__xgboost__eng_no_time_knn=0.70,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.1, 0.2, 0.7]",0.7435103829797932
weighted__catboost__eng_no_time=0.15__lightgbm__eng_no_time_knn=0.10__xgboost__eng_no_time_knn=0.75,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.15000000000000002, 0.1, 0.75]",0.7434756825395175
weighted__catboost__eng_no_time=0.05__lightgbm__eng_no_time_knn=0.30__xgboost__eng_no_time_knn=0.65,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.05, 0.30000000000000004, 0.6499999999999999]",0.7434013527598832
weighted__catboost__eng_no_time=0.20__lightgbm__eng_no_time_knn=0.00__xgboost__eng_no_time_knn=0.80,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.2, 0.0, 0.8]",0.7433439769069932
weighted__catboost__eng_no_time=0.00__lightgbm__eng_no_time_knn=0.40__xgboost__eng_no_time_knn=0.60,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.0, 0.4, 0.6]",0.7431937940949931
weighted__catboost__eng_no_time=0.10__lightgbm__eng_no_time_knn=0.15__xgboost__eng_no_time_knn=0.75,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.1, 0.15000000000000002, 0.75]",0.743029480946678
weighted__catboost__eng_no_time=0.05__lightgbm__eng_no_time_knn=0.25__xgboost__eng_no_time_knn=0.70,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.05, 0.25, 0.7]",0.7429791516856927
weighted__catboost__eng_no_time=0.15__lightgbm__eng_no_time_knn=0.05__xgboost__eng_no_time_knn=0.80,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.15000000000000002, 0.05, 0.7999999999999999]",0.7429527362541767
weighted__catboost__eng_no_time=0.00__lightgbm__eng_no_time_knn=0.35__xgboost__eng_no_time_knn=0.65,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.0, 0.35000000000000003, 0.6499999999999999]",0.7428176002069642
weighted__catboost__eng_no_time=0.05__lightgbm__eng_no_time_knn=0.20__xgboost__eng_no_time_knn=0.75,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.05, 0.2, 0.75]",0.7425279221204224
weighted__catboost__eng_no_time=0.10__lightgbm__eng_no_time_knn=0.10__xgboost__eng_no_time_knn=0.80,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.1, 0.1, 0.8]",0.7425246279315881
weighted__catboost__eng_no_time=0.15__lightgbm__eng_no_time_knn=0.00__xgboost__eng_no_time_knn=0.85,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.15000000000000002, 0.0, 0.85]",0.7424172200377581
weighted__catboost__eng_no_time=0.00__lightgbm__eng_no_time_knn=0.30__xgboost__eng_no_time_knn=0.70,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.0, 0.30000000000000004, 0.7]",0.7424086625772904
weighted__catboost__eng_no_time=0.05__lightgbm__eng_no_time_knn=0.15__xgboost__eng_no_time_knn=0.80,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.05, 0.15000000000000002, 0.7999999999999999]",0.7420529521040423
weighted__catboost__eng_no_time=0.10__lightgbm__eng_no_time_knn=0.05__xgboost__eng_no_time_knn=0.85,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.1, 0.05, 0.85]",0.7420091492998827
weighted__catboost__eng_no_time=0.00__lightgbm__eng_no_time_knn=0.25__xgboost__eng_no_time_knn=0.75,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.0, 0.25, 0.75]",0.7419832663876142
weighted__catboost__eng_no_time=0.05__lightgbm__eng_no_time_knn=0.10__xgboost__eng_no_time_knn=0.85,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.05, 0.1, 0.85]",0.7415570033061395
weighted__catboost__eng_no_time=0.00__lightgbm__eng_no_time_knn=0.20__xgboost__eng_no_time_knn=0.80,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.0, 0.2, 0.8]",0.7415361731346393
weighted__catboost__eng_no_time=0.10__lightgbm__eng_no_time_knn=0.00__xgboost__eng_no_time_knn=0.90,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.1, 0.0, 0.9]",0.7414787725134121
weighted__catboost__eng_no_time=0.00__lightgbm__eng_no_time_knn=0.15__xgboost__eng_no_time_knn=0.85,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.0, 0.15000000000000002, 0.85]",0.7410645839962734
weighted__catboost__eng_no_time=0.05__lightgbm__eng_no_time_knn=0.05__xgboost__eng_no_time_knn=0.90,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.05, 0.05, 0.8999999999999999]",0.741037103526262
weighted__catboost__eng_no_time=0.00__lightgbm__eng_no_time_knn=0.10__xgboost__eng_no_time_knn=0.90,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.0, 0.1, 0.9]",0.7405675701598753
weighted__catboost__eng_no_time=0.05__lightgbm__eng_no_time_knn=0.00__xgboost__eng_no_time_knn=0.95,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.05, 0.0, 0.95]",0.7405137857158648
weighted__catboost__eng_no_time=0.00__lightgbm__eng_no_time_knn=0.05__xgboost__eng_no_time_knn=0.95,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.0, 0.05, 0.95]",0.7400510884105175
